4595015,Guerrius44,,1203,4231,1
3316765,Omega+Zel,,834,4915,1
2927513,fndm,,175,6292,1
2984552,jacoba,,576,5263,1
4715773,13+Baku,,199,6094,1
4693815,hipopoulos,,593,5214,1
278963,jimmyrodriguesalves,,1040,4540,1
4208211,Millepertuis,,395,5680,1
4555951,prince+ilo,,223,5842,1
4718441,huppertz,,225,5753,1
4691232,kevinfr69,,1213,4203,1
4718309,Baudouin+2,,230,5729,1
4718308,TestUser13363502220,,175,6517,1
4710850,mircea+the+eagle,,175,6429,1
4712257,bimbette,,563,5312,1
4716387,Alan+fr,,0,6581,0
4704228,Mustafa68330,,182,6209,1
4716609,Aelglas56,,531,5393,1
3724389,milouz2,,582,5244,1
3226393,joueur007,,225,5754,1
4595316,nThArOs,,225,5762,1
4223749,raptorcobra37,,221,6004,1
3706736,Ga%C3%ABtan16,,1124,4373,1
4715207,SleepyGhost,,223,5855,1
2834841,Potager91,,219,6075,1
4313185,rvolluz,1650,1349,4000,1
4718381,Retshe,,221,6005,1
4063203,WIKING941,,636,5151,1
41182,Gfff,,525,5420,1
1094812,Noisette4E,,175,6452,1
4713204,Avmassagus,,197,6108,1
4712278,7KeysBeats,,1084,4439,1
2287703,seknet+13,,175,6487,1
1898214,meli+meli,,175,6426,1
1954944,Solusar+Kam,,0,6982,0
3962641,Alouaaa,,175,6220,1
4704873,roloko,,648,5141,1
4695842,lost+River,,221,5978,1
4718573,KingKongA,,175,6378,1
4584018,xzeno,,175,6560,1
1143529,Auroros,,825,4930,1
3679295,Navaron,,531,5395,1
4528747,BeesFizz,,175,6244,1
4706641,guest3d89d353c39e8bb30ea,,197,6139,1
4703958,dovakid,,219,6034,1
4709522,daminiok,,1118,4382,1
4715163,Misthios,,219,6071,1
4716720,fiengo,,175,6284,1
4698273,aurore+39400,1548,1032,4549,1
3407195,Eiilime,,1306,4056,1
2064773,paulemeur,,0,6915,0
4132426,dadaom62,,0,6665,0
203726,pomoleguerrier,2700,3252,2704,2
4556631,MajorPizza,,777,5019,1
4718697,AnimauxLand,,175,6224,1
4714732,skydjera,,221,6010,1
1713192,juleslp,,495,5540,1
4532201,Never+played+before,,0,6895,0
1793132,Nitifix,,175,6446,1
2584225,Tonton-Hades,,175,6533,1
3185539,L-U-K-A,,219,6069,1
686127,Maxilive,,608,5192,1
4716553,guestd4b550ebaa98c6c2265,,197,6160,1
4714631,Sparte03121,,221,6011,1
82553,sarah1012,,221,6008,1
2107901,pokattack,,0,6925,0
4686978,poloeldiabblo,,197,6185,1
4712891,Benjyi49260,,509,5489,1
4713510,anselmeestnul,,1077,4457,1
4685497,Lolifolle,,175,6401,1
4717936,MaxLeCactus,,588,5227,1
4718195,tom1970,,219,6084,1
694303,smithrobert,,0,6979,0
4692900,estelle22650,,226,5740,1
2326793,Alexia+Cool,,0,6585,0
4643903,pros76,,197,6186,1
4718126,TestUser13363342745,,175,6512,1
4703750,guest7698eada534dfe25f31,,221,5928,1
4714138,Deyland,,515,5454,1
1514480,NekrOom,,266,5693,1
4713124,elpince,,225,5751,1
2632589,darkguillaume99,,0,6669,0
3130125,sirkailua,,253,5700,1
4299461,DibDex,,575,5264,1
498672,geo31,,0,6731,0
4709101,dok334,,1042,4533,1
4441313,yohli,,637,5149,1
4279244,WildMyst,,1015,4586,1
1193018,Eti3,,521,5433,1
4715905,sea2.0,,529,5401,1
4443501,1OeilDeFaucon1,,1206,4221,1
163423,Mimita,2900,964,4692,1
114183,kawa12150,1991,0,6787,0
4682980,dooh,,868,4836,1
3590182,ardennais08,,223,5776,1
4718311,Khaavren59,,565,5302,1
4716362,LeeGaaCy,,465,5599,1
4226776,geoconquete,,482,5553,1
631436,Namorito,,1085,4437,1
4713948,Vince97x,,252,5701,1
4716293,kingz21,,0,6802,0
3565194,Werkon,,493,5544,1
4714728,KalyM%C3%A9ro,,859,4850,1
4136239,ALYSTAR3,,1136,4347,1
1963921,ouii51212111,1548,993,4638,1
3339901,voltrazee,,175,6550,1
4711080,ket%C3%B4u,,992,4641,1
4692844,coco+f59,,197,6116,1
4678427,XvXAlexXvX,,175,6558,1
3679801,zim94,,221,6023,1
4718058,Benjixx76400,,728,5084,1
2502303,flamair,,175,6286,1
4718067,Herakles666,,219,6062,1
267817,thibre33,,571,5278,1
685270,T%C3%A9quy,,830,4923,1
4697616,guestd3ec6627eee2f01666d,,219,6058,1
2807852,plasticien,,219,6074,1
4712036,BloX1,,444,5641,1
251538,PAT24,,505,5526,1
4195856,dedeland,,619,5176,1
9307,Forrester,,175,6293,1
4386372,LN74,,225,5757,1
4716349,jpdmr,,939,4741,1
4716280,sirwilliam1996,,223,5853,1
4718115,guest8e4f4602c708b1b1c84,,175,6328,1
2204300,TIORUS,2956,669,5127,1
3824995,skullcraft,,175,6492,1
4714328,vincent.a,,219,6085,1
4711995,BoukiSan,,511,5473,1
4713737,jawaduss,,197,6166,1
4718632,guest62b0b4e3f0432c2aedd,,219,6049,1
4718156,guest47a55e12feabf94d3b0,,197,6142,1
3159056,mikenoa,,221,5985,1
301692,Florian.67,,175,6288,1
1946608,tarzan91,2235,0,7000,0
1702374,Maxime+Pierre,1650,838,4899,1
230740,jeannot01,,223,5807,1
4718178,isabelle56,,569,5286,1
4710996,Lafroideurv2,,737,5076,1
4713665,PoneyJr,,1384,3956,1
4638435,U.C.2,,221,6017,1
3257517,Iksral,1548,991,4642,1
2042937,Had%C3%A8%C3%A9s,,472,5588,1
4466580,Solemio18,,175,6498,1
4711924,Kewywa75,,1042,4534,1
345915,froggle57,,230,5731,1
3534337,madsilver,,197,6171,1
4718214,W4sh1ton,,175,6551,1
4714575,DieuZ%C3%A9phyr,,513,5458,1
1351240,Shaka2,,630,5161,1
4107184,El+furioso8,1650,846,4881,1
913420,bounyz,,221,5890,1
2255981,patg,,616,5183,1
4347734,Grewpain,,482,5554,1
655865,lolivier,,175,6402,1
4206643,Elias87,,219,6037,1
4712886,Mavrickk29,,262,5696,1
4716981,tibohsnn,886,653,5138,1
4695506,llggd,,452,5634,1
4688418,magnum83690,,223,5821,1
4579354,liojine,,175,6397,1
2192485,The+Legend29,,177,6212,1
3857495,ZeusxDuff,,175,6565,1
4718400,guesta9c9dd8d302e94a303a,,221,5949,1
656373,ridix,,221,6006,1
2601838,syldavboisset,,223,5857,1
4716402,Janinaj,,223,5805,1
4696140,guesta156faf8a39d7e214d5,,219,6055,1
4405973,dens2610,,221,5892,1
4115744,Praland78,,175,6468,1
4716039,AJAIIX,2858,1155,4311,1
4718110,lolanoe,,175,6400,1
4718166,guest4e31b6160a2475096f1,,219,6047,1
4718157,Ut0hx1,,175,6543,1
248315,romainmain,,223,5848,1
1896197,prom%C3%A9t%C3%A944,,221,6003,1
3392460,Sebaix255,,1018,4580,1
4718054,guesta37fe36ea8af82de315,,437,5679,1
4441681,hades+junior+71,,175,6342,1
4711885,LeBerChill,,0,6818,0
119725,girajo,,834,4913,1
3195550,thekiller190989,,476,5572,1
2209712,zerzar1224,,563,5322,1
4711187,sushizboyz,,1146,4329,1
4718513,guestada75ef3a858ba75f6c,,175,6330,1
4691957,guest83c4622c197efbfa058,,197,6152,1
4451282,Jeremie010,,175,6365,1
4360265,ludo28170,,842,4894,1
4373282,phil285,,509,5512,1
4667583,brooklynbecks,,563,5313,1
4513107,MyKindOfNeverland,1552,2086,3253,1
4050027,aurelXP1,,175,6238,1
4718312,Xylarah,,223,5873,1
4685281,OENIADAE,,1490,3820,1
4700561,guestba8d09edee3ea9d4572,,221,5950,1
3068065,L0ng+john+silver,,555,5341,1
4715477,weed+planete,,541,5371,1
4227185,tofsev,,1655,3628,1
4718278,fanchon18,,513,5461,1
4710159,GOLDILOCKS,,0,6734,0
4586738,Allaun,,175,6219,1
3342414,tioneb842,,175,6528,1
4244885,Fallen+dark,,1059,4489,1
4714916,CoRekteur,,225,5749,1
507,leroialexis,,197,6169,1
4717170,Gary+Payton,,474,5578,1
1648513,mklein1,2888,1115,4387,1
4716984,teaksea,,615,5184,1
4351846,polka+971,,1560,3727,1
4119481,TheThunderZ,,175,6526,1
807822,karl92800,,578,5255,1
4713764,TableVolante,,441,5670,1
4713988,warhauk,,563,5320,1
3056943,djedjeo,,569,5284,1
4390600,Luneyy,,1451,3861,1
4713671,namasscuTHC,,929,4757,1
2420673,Hargn80,,223,5804,1
4536373,V-06,,1163,4295,1
4718574,nathaly92,,480,5560,1
4718575,Arth%C3%A9a,,524,5422,1
298352,grossemarmotte,,695,5113,1
4569269,Barry+Seal,2706,0,6624,0
4701562,guest841df64073bd892fb86,,197,6153,1
1704733,miz76,,225,5759,1
4713425,Aic-lucky,,764,5042,1
4038594,Skuzl,,5245,2174,2
4117482,killian555,,727,5087,1
385444,malaga5,,175,6414,1
4718649,guestadddd9cbb9fe8fde701,,175,6331,1
4701586,Belion,,0,6627,0
34561,bryan86,,175,6252,1
4712682,Manakyel,,569,5288,1
4718749,Ypsi26,,509,5522,1
373622,abfab59,,175,6215,1
4718374,Kratos+ivane,,231,5727,1
4711679,Hel1x,,177,6211,1
4707578,L%C3%A9on+Devillier,1728,1968,3341,1
2408495,-sachette-,,1004,4613,1
4699933,Ethan+2eme,,480,5558,1
4713110,link0606,,0,6832,0
4706500,gueste5c4f633b1ce8c8cc57,,221,5960,1
2154734,Damian-Jack,,199,6095,1
2394795,Erz0x,,645,5144,1
2186493,TheCreepers22,,197,6193,1
4717408,guest835f28f9824713c1cdc,,197,6151,1
1653214,nongil,,1282,4100,1
4718521,Lille+de+beaut%C3%A9,1284,997,4635,1
4689708,Ludivine95,,473,5586,1
4718271,Merciless666,,598,5207,1
3580281,DarkSmall21,,175,6265,1
4715990,waza17,,223,5870,1
1348975,gisou95,,1040,4539,1
4718607,Ana%C3%AFs+12,,219,6026,1
4715155,Floadas,,563,5315,1
3307955,l%C3%A9onardo1,,1027,4556,1
4711391,PrincesseBlonde,,1091,4428,1
4046744,conosco,,254,5699,1
1917964,steph0129,,223,5856,1
4718698,guest85e307a615ae08003e3,,219,6052,1
4718041,GeckoBzH,,221,5899,1
4718053,guest392bf8bfc35848ddb11,,175,6312,1
4715427,Hereiti014,,715,5098,1
4711788,Nagashadow40,,175,6438,1
4715940,Loiclaurans,,221,5977,1
442687,alanva75,1548,1811,3469,1
3927464,Fabynet,,175,6282,1
1962477,Ghis.L,,1353,3990,1
4197111,115875,,175,6214,1
4718247,guest4ee3387f71ce0eb0149,,221,5915,1
4638172,Kwetosaur,,726,5088,1
4712688,El+Ragnerato,,1888,3410,1
4591953,XENOVERSE50,,1303,4064,1
4716211,17325Jer,,1108,4399,1
4718742,tytaneisback,,631,5157,1
745015,sparte49,,1124,4375,1
4710370,Thortir,2654,2084,3257,1
4711117,BannaneMAsqu%C3%A9,,1884,3413,1
3845389,timmy7337,,1162,4298,1
4713868,Xelasores,,221,6020,1
4708823,eagle+wolf,,1266,4138,1
2008181,gladiateur1967,,852,4871,1
687966,boo666,,1015,4584,1
4415101,Dreamlord,,921,4765,1
4714006,ikaruz,2814,1468,3851,1
4718105,Elseignor,,538,5374,1
2024530,Kenshir%C3%B4,,1209,4213,1
4712951,bitto1223,2600,1693,3587,1
1463024,cejoli,,627,5164,1
2416683,Baboon45,,1348,4001,1
433194,simomi,2739,3547,2599,2
4526096,lionelm,,517,5443,1
4718403,jerrykhans,,223,5809,1
2387541,FBENBOUNAN,,510,5485,1
3156096,esverg,,796,4992,1
4718482,glatcher,,844,4887,1
2565512,NeVer+aG,,197,6181,1
4328154,liblidart,,175,6395,1
4716621,La+pelouse+orange,,1284,4093,1
2999317,philippe95,,219,6072,1
4718268,guest4c5d3fdacc2dd0a5359,,221,5913,1
4708376,12v+chirstpohe+12,,738,5074,1
4714273,lumiere440,,461,5614,1
4337802,el.mitor2000,2811,1973,3334,1
1441035,christopherus,,872,4826,1
4691079,coucou+Ille,843,0,6659,0
4578249,Mazaky,911,1446,3871,1
4718386,guest67427af3007dfa1c371,,221,5926,1
1795068,kikou7572,,197,6168,1
4443737,corosif1,,855,4864,1
4712530,cl1ckk,,514,5456,1
4591741,rapido13600,,223,5845,1
4008555,Matischamallow,,221,5983,1
3961291,juliop200,,585,5234,1
2525957,gatho5,,221,5898,1
3438329,guiton+le+gros,,243,5710,1
557389,damienhue,,197,6118,1
268175,mac+99,,175,6412,1
1135684,laloulou,2856,1501,3810,1
4713448,Novatiel,2746,2511,2984,1
1451214,Nemausus3030,,1359,3979,1
1835407,mmpamal,,1767,3510,1
2422352,robby+one,2653,1341,4009,1
3892777,vhalala,,850,4875,1
3650301,SurfFox,,486,5548,1
4710926,issoupe18-25,,482,5555,1
4127509,I+was+I+am+I+will+be,,0,6763,0
2195619,Mrkilltokillonyoutube,,970,4678,1
4712194,choupy3011,,517,5442,1
1617541,alexator61,,963,4694,1
4717730,alemma65,2925,1010,4596,1
1468406,pasdeguerres,,223,5837,1
4716555,ShaDoW005,2591,1141,4341,1
4710082,Ahitoo,,219,6024,1
3929519,ace77560,,688,5117,1
4711676,NebuSoul,,197,6180,1
1727121,ESHIZEN,,175,6277,1
4236032,Nuiji,,859,4851,1
2349878,liardet+vador,,219,6067,1
4027477,nicousa,1334,459,5622,1
4610014,fipp+ale,,197,6126,1
4305295,tom44350,,175,6531,1
4714069,Gr%C3%A9gou,,872,4829,1
4718107,guestd9b15e4964211c632f3,,175,6336,1
2417660,misterleo,,509,5509,1
4718552,link200307tim,,441,5663,1
4717367,Grand+Roi+Romuald,,474,5580,1
4718068,guestaa1e160a8bfb558b398,,219,6057,1
1617325,DuxarLoL,,175,6272,1
2956329,FreNeSiGaMe69,,509,5497,1
4715016,Megetta,,527,5410,1
4710703,coco+de+la+noch%C3%A8,,952,4714,1
2652471,ruskov2502,,225,5763,1
3028412,popoldu44,,704,5108,1
2736529,Nagazaky,,221,5991,1
4681923,Vertumne+Roscoe,2811,573,5274,1
4646606,paraduis,1548,950,4719,1
4713391,Jay1418,,538,5375,1
4713357,naya552017,2919,919,4767,1
4717203,valsk8,1609,1883,3415,1
4713689,le+mignoon,,566,5297,1
4718275,sylvettte+la+galette,,175,6508,1
4718456,guest62b0c2bfbea8e7b1a16,,175,6319,1
2573865,lukas.d,2837,3510,2611,2
4715098,Mr.TarDigrade,,734,5079,1
1559371,Gozaoud,,570,5280,1
493645,Akimitsu47,2822,1092,4423,1
4199837,quih,,175,6471,1
3712174,Kazooky,,175,6376,1
1128220,nicobake,,15077,1247,5
4653768,Niphox,,175,6445,1
1699684,R4dic4L,,197,6187,1
1384723,contador93,,175,6260,1
4223003,TheLinsk,,1185,4258,1
1984041,surturdu13,,226,5745,1
4718491,guest2a1e290d99b4bba0079,,219,6042,1
2176653,sirolafgrimtoun,,223,5852,1
4711471,Nottek5,2570,4942,2231,2
4652215,pingpongan,,858,4855,1
3651664,Clemcab29,,2205,3163,1
4718535,guest7233be511d622552a91,,175,6323,1
1603301,Shadows+Kevin,2837,1132,4355,1
4718285,dida35,,509,5495,1
2554882,louis260717,,175,6407,1
1001813,florent+u,,791,4998,1
1554484,Ph%C3%A9acien,,175,6462,1
4459847,Akimoura,,1208,4214,1
4694272,Sylvia1610,,560,5330,1
4716726,Praysident,2837,525,5421,1
4194767,vivien62134,,245,5708,1
3259982,compawar,,516,5446,1
4712511,UramQlf,,1080,4452,1
392543,liro10,,1328,4030,1
4705316,JesusJunior,,476,5568,1
4715416,Shomar,,1527,3780,1
4692551,Phil+Boots,,445,5640,1
4665908,bear01,1141,984,4654,1
4712824,zalofi,,1567,3714,1
2110100,fantomedu74,2812,1211,4209,1
2835519,leossel,,536,5377,1
4657437,Kardjan,,263,5695,1
3439624,michoubidoux,2178,2855,2846,1
4718125,guest8eac7e363e7638792ac,,221,5941,1
1052106,Oxymor,1650,1212,4207,1
46938,torpen,1334,1112,4393,1
4700670,Vlerys14,1347,2889,2837,1
1766601,lindependant,,221,5976,1
4693084,fusemane,,1860,3429,1
4718373,guestf73b5e2081b6c847a0b,,219,6060,1
4436733,huron65,,841,4895,1
4714380,Ravel...,,197,6188,1
2229216,bilbo83,,843,4890,1
4712411,Ailinn,,1544,3747,1
4090262,cyril+le+team,,548,5359,1
2613678,XxNutellaxX,,821,4942,1
3118151,Infraktel,,877,4815,1
4714462,JCKC,1334,854,4867,1
4718101,guest8c3959a2208b7eb7b87,,221,5940,1
4444206,Shirae,,1144,4332,1
2791446,Mrkilltokill,,858,4854,1
4705822,xpaumakax,,3185,2721,2
4716296,Achille-%C3%89ternel,,675,5121,1
4718172,TestUser13363363000,,175,6515,1
4718751,Makhlouf2412,,475,5573,1
4116026,quentuckky,,0,6936,0
3791330,darkguigui99,,197,6119,1
4479547,camomillle,685,1162,4296,1
4718061,dhfhgbghcvgb,,563,5314,1
2890842,shuriken44,2888,1854,3433,1
4697773,lucile74111,,219,6068,1
1624428,olligun,,250,5704,1
374931,teuc,,208,6090,1
4067509,jackl%C3%A9ventreur38,,0,6765,0
4709574,guest3ed2390a6d0d96f119d,,219,6045,1
4684459,Prince+chocolat+blanc,,223,5841,1
4695825,guest3d4033a9570747f699d,,221,5911,1
4716725,Tezep,2837,1213,4205,1
4520924,LeOnzi%C3%A8meDoctor,,869,4834,1
2948468,exterminator20,,1577,3706,1
4127546,EPHEI,,223,5798,1
4016404,Salutationss,,175,6483,1
1700762,megas+basileus,,0,6868,0
3039101,flav26,,175,6287,1
4715172,SOJA-KOSON,2812,887,4807,1
4713603,Kusanagi+no+Tsurugi,,219,6065,1
207831,dydyhehe145,2700,0,6693,0
4718079,guest875ae43364854326783,,221,5936,1
4718633,user2018931441,,197,6201,1
3511819,platon90,,197,6184,1
4718676,jose+oussi,,467,5593,1
4711571,Genereuse,,518,5440,1
4698667,MPA+57,,197,6178,1
3003521,Himoro,,175,6347,1
4425014,seblae,,794,4994,1
150185,Dju7216,,175,6267,1
4714757,chicoti,,1083,4445,1
3267759,herboy,2235,1015,4585,1
4717182,Leeloo3169,,175,6387,1
576365,trabmal,,0,7027,0
4718048,guesta1e804609cc523d3163,,221,5948,1
4718547,polairnator39,,738,5075,1
4708643,Ducque99,911,1282,4099,1
4712166,Mistickmf,,838,4900,1
4707498,angeculte,1707,1082,4447,1
676369,magicstar,,635,5153,1
4698051,1Rob,,223,5767,1
1123003,L%C3%A9onidas3,,513,5463,1
4182041,wanian2,,223,5869,1
3643651,vlad+lempaleur62,,578,5256,1
1525310,dany8852,1805,962,4696,1
4718666,marie+licorne,1548,466,5597,1
4068059,Xaelos7,,175,6555,1
4718372,antoinepvt,,621,5173,1
4718643,Aatroxbmd,,197,6103,1
4718404,guestc48cd669fb9d33a02db,,197,6158,1
457080,le+barbar+foudroyant,,219,6066,1
4681084,lesuffleur14,,478,5561,1
1859916,bernardh,1894,1704,3575,1
4718332,guest119d3b8703eccc597e4,,197,6131,1
741505,1asterix13,,0,6570,0
4648615,kami...,,175,6373,1
245632,Flo777,2812,1447,3869,1
3975675,Shanjis,,0,6968,0
534853,sylla87a,1650,1624,3664,1
595231,cvaalf,,175,6262,1
4715128,Devou,911,797,4989,1
281542,alinetoma,,1261,4142,1
2012191,tomcavallarmule,,0,7023,0
4718081,Paris+II,,223,5836,1
3547808,scribiker,,3910,2494,2
502525,minous15,,221,5986,1
4545239,NickLaraie,,175,6444,1
1623100,Patrocle.63,,659,5134,1
151300,rorom63,,1318,4040,1
4712542,Hesyn,,2069,3265,1
4712108,lo%C3%B9lo%C3%B9,,805,4976,1
3234727,the+deathred,,0,7007,0
4718446,juifonducul31,2965,511,5479,1
1840930,AL22111997,,175,6218,1
4718111,guestc0b46425c09f15fd345,,221,5952,1
3364500,kronnnos,,938,4744,1
974183,jappaj,,175,6359,1
4266984,RECEP91,,219,6078,1
4586733,guigui17092007,2450,749,5060,1
2887473,kyche,,175,6383,1
4707294,Elonov,,441,5658,1
3994060,Riizox,,221,6007,1
4334327,En%C3%A9eDeTroie,,1070,4466,1
4696223,roi+panere,,223,5847,1
4348780,Antoine+Um+Sehnor+II,2591,683,5119,1
3549391,Ajax+1,,0,6579,0
4706344,grunfi51100,2227,0,6737,0
1136013,grossebafus,,1270,4125,1
2249816,goloume25,,486,5546,1
35311,okoumal,,175,6457,1
4718080,guestd864a4bb4cfc38b25cd,,221,5956,1
4712720,kiff918,,0,6795,0
287755,drimack,2929,1406,3925,1
4459052,pina-corentin,,1588,3700,1
4718276,lili1064,,753,5055,1
4707506,cherif+montan,,219,6029,1
3981017,Azizbornaz10,,175,6241,1
4617091,Le+boucan,2872,852,4872,1
1766381,Skramkkt,,1420,3903,1
4173883,Xaliat,,590,5224,1
4718160,acuniia,,441,5649,1
4718344,TestUser13363561637,,175,6518,1
320364,Greiskick,,0,6736,0
3003805,Kashida,2755,1923,3382,1
4140682,KING+VX,,509,5505,1
4709273,regard+123,1650,5435,2143,1
4706511,El+Gringo009,,219,6036,1
4051153,EAZYPCS,,175,6273,1
4710646,LaP%C3%A9nombre,1373,2145,3198,1
4715355,Pse+Udo,966,956,4707,1
4509909,merco1314,1552,1214,4202,1
4711769,Zirkonos,,794,4996,1
4717611,flo1794,2771,1062,4481,1
4705116,Ardebetz,1270,0,6603,0
4567651,GAdJoLaCAraVanE,,175,6297,1
4718302,guest69f7472ab4a17b1792d,,197,6145,1
856998,Tomsoyer,,1178,4272,1
4711060,Mogotor,,971,4673,1
4712160,Myrtilos,,892,4796,1
4712076,citroZ26,,509,5491,1
4715635,youssef.housni,,223,5876,1
4656180,Raibrius,,219,6076,1
4710747,sangohanfirst,2779,2107,3227,1
4706727,poitard,,1136,4349,1
4647346,timkil,,961,4697,1
4706677,misasim,886,2662,2909,1
4707942,guestd912e47af213d20116b,,221,5957,1
4346869,Luxembourg99,2608,1180,4268,1
4693867,annedolard,,221,5883,1
4678348,Slayder+Douglas,,175,6494,1
4711016,zabimaroos,2189,6679,1926,2
4366730,Roromaiin,,509,5516,1
1344834,Angel318,,552,5347,1
2242144,termi73,,175,6509,1
4685086,alibaoba,2511,2078,3259,1
4708935,marmouhd77,,580,5249,1
2118790,De+Romanov,,0,6678,0
3595758,3nixy,,1088,4431,1
4513783,angebelgie,,625,5167,1
4024030,littlenabo,2681,699,5111,1
4718112,guestc0fa14eff036c8b1724,,197,6157,1
4718382,TestUser13363606226,,175,6519,1
4716980,Tibohsn,,225,5765,1
3281598,pierre-andre,,175,6463,1
4204913,The+G.O.A.T,,823,4938,1
4518784,Shipkachu,2681,973,4670,1
4710590,AxyHum,,175,6239,1
4718179,D%C3%A9n%C3%A9ra,,311,5683,1
4718161,TestUser13363357056,,175,6514,1
4709576,guestd422369ac66461bfe85,,523,5427,1
4047978,robaotman,,509,5515,1
4712535,tinn27600,,0,7016,0
786374,sebi523,2608,8134,1751,3
4275654,bigtaz69,,1275,4114,1
2442316,nas95,,443,5645,1
2493527,Thedream95,,657,5136,1
